Scenario,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31,2031-32,2032-33,2033-34,2034-35,2035-36,2036-37,2037-38,2038-39,2039-40,2040-41,2041-42,2042-43,2043-44,2044-45,2045-46,2046-47,2047-48,2048-49,2049-50,2050-51
NPg Reference Scenario,5.5%,9.1%,13.9%,19.3%,25.1%,31.3%,38.5%,45.4%,51.9%,57.9%,63.6%,68.9%,73.7%,78.0%,81.9%,85.3%,88.2%,90.2%,91.9%,93.4%,94.7%,95.9%,96.6%,97.3%,98.0%,98.6%,99.2%
