Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
WATH UPON DEARNE,0.759,0.772,0.781,0.789,0.799,0.815,0.833,0.858,0.893,0.91,0.944,0.973,0.983,1.01,1.033,1.063,1.092,1.132,1.178,1.238,1.288,1.356,1.43,1.472,1.552,1.621,1.709,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WAVERLEY BUSINESS PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WAWNE ROAD,1.036,1.049,1.056,1.064,1.073,1.088,1.104,1.128,1.16,1.176,1.207,1.234,1.243,1.268,1.289,1.317,1.344,1.381,1.423,1.479,1.525,1.588,1.656,1.695,1.769,1.832,1.913,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WEELAND ROAD,0.552,0.559,0.564,0.568,0.573,0.582,0.591,0.604,0.623,0.632,0.65,0.665,0.67,0.684,0.696,0.712,0.728,0.748,0.772,0.804,0.83,0.866,0.905,0.927,0.969,1.005,1.051,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WELLINGTON STREET,0.58,0.593,0.601,0.609,0.619,0.634,0.652,0.676,0.71,0.727,0.761,0.789,0.798,0.824,0.847,0.876,0.905,0.944,0.988,1.047,1.096,1.162,1.234,1.275,1.353,1.42,1.506,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WESLEY CRESCENT,1.393,1.417,1.431,1.445,1.463,1.491,1.521,1.565,1.626,1.655,1.715,1.765,1.782,1.828,1.868,1.921,1.971,2.04,2.12,2.224,2.311,2.428,2.556,2.63,2.768,2.887,3.039,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WEST DOCKS,0.017,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.021,0.022,0.023,0.023,0.024,0.024,0.025,0.026,0.027,0.028,0.029,0.031,0.032,0.034,0.036,0.038,0.04,0.042,0.044,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WEST END LANE,3.099,3.125,3.141,3.156,3.176,3.207,3.241,3.29,3.356,3.389,3.455,3.51,3.529,3.581,3.625,3.683,3.739,3.816,3.903,4.019,4.115,4.246,4.387,4.469,4.622,4.754,4.922,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WEST MOOR PARK,1.084,1.093,1.099,1.105,1.112,1.124,1.136,1.154,1.179,1.191,1.215,1.236,1.243,1.262,1.278,1.3,1.32,1.348,1.381,1.423,1.459,1.507,1.559,1.59,1.646,1.695,1.757,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WEST PARK,0.737,0.751,0.76,0.769,0.78,0.798,0.817,0.845,0.883,0.901,0.939,0.97,0.981,1.01,1.035,1.069,1.1,1.144,1.194,1.259,1.314,1.388,1.468,1.515,1.602,1.677,1.773,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WESTCOTT STREET,1.192,1.219,1.235,1.251,1.271,1.302,1.337,1.386,1.455,1.487,1.555,1.611,1.63,1.683,1.728,1.787,1.844,1.922,2.011,2.129,2.227,2.359,2.503,2.587,2.742,2.877,3.048,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WETHERBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WHEATACRE ROAD,1.049,1.063,1.071,1.079,1.09,1.106,1.124,1.15,1.186,1.203,1.238,1.268,1.278,1.305,1.329,1.36,1.389,1.43,1.477,1.538,1.59,1.659,1.734,1.778,1.859,1.93,2.019,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WHEATLEY PARK,0.328,0.335,0.339,0.343,0.348,0.356,0.365,0.378,0.395,0.403,0.42,0.435,0.44,0.453,0.464,0.48,0.494,0.514,0.537,0.566,0.591,0.625,0.662,0.683,0.723,0.757,0.801,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WHINGATE,0.436,0.448,0.455,0.462,0.471,0.485,0.501,0.523,0.554,0.569,0.599,0.625,0.633,0.657,0.677,0.704,0.73,0.765,0.805,0.858,0.903,0.962,1.027,1.065,1.135,1.196,1.273,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WHITE LEE,1.454,1.479,1.494,1.51,1.529,1.559,1.592,1.639,1.704,1.735,1.8,1.853,1.872,1.922,1.965,2.021,2.076,2.15,2.235,2.347,2.441,2.567,2.705,2.784,2.933,3.061,3.225,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WHITEHALL ROAD 2/3,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.013,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.024,0.025,0.027,0.03,0.032,0.035,0.039,0.041,0.044,0.047,0.051,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WHITEHALL ROAD 4/5,0.027,0.028,0.028,0.029,0.03,0.031,0.032,0.034,0.036,0.037,0.04,0.042,0.043,0.044,0.046,0.048,0.05,0.053,0.056,0.06,0.064,0.069,0.074,0.077,0.082,0.087,0.093,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WIBSEY,1.189,1.213,1.227,1.241,1.258,1.286,1.317,1.361,1.421,1.45,1.51,1.56,1.577,1.623,1.663,1.716,1.767,1.835,1.915,2.019,2.106,2.223,2.351,2.425,2.563,2.682,2.834,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WITHERNSEA,0.732,0.746,0.754,0.762,0.773,0.789,0.807,0.833,0.868,0.885,0.921,0.95,0.96,0.987,1.01,1.041,1.071,1.111,1.158,1.219,1.27,1.339,1.413,1.457,1.538,1.608,1.697,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WOODCOCK STREET,0.472,0.485,0.492,0.499,0.508,0.522,0.538,0.561,0.592,0.606,0.637,0.663,0.671,0.695,0.716,0.743,0.769,0.804,0.844,0.898,0.942,1.003,1.068,1.106,1.177,1.238,1.315,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WOODSEATS,0.734,0.754,0.766,0.778,0.793,0.817,0.843,0.88,0.932,0.957,1.008,1.05,1.065,1.104,1.138,1.183,1.226,1.285,1.352,1.441,1.515,1.615,1.724,1.787,1.904,2.006,2.135,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WOOLLEY,1.382,1.397,1.405,1.414,1.425,1.442,1.46,1.487,1.524,1.542,1.579,1.609,1.619,1.648,1.672,1.704,1.735,1.777,1.826,1.889,1.942,2.014,2.092,2.137,2.221,2.294,2.387,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WORSBROUGH PARK,1.943,1.97,1.985,2.001,2.021,2.052,2.086,2.135,2.202,2.235,2.302,2.357,2.376,2.428,2.472,2.531,2.587,2.664,2.752,2.868,2.965,3.096,3.238,3.32,3.474,3.607,3.776,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
WRAWBY,1.382,1.398,1.409,1.419,1.431,1.451,1.473,1.504,1.548,1.568,1.611,1.647,1.659,1.692,1.72,1.758,1.794,1.843,1.9,1.974,2.036,2.12,2.211,2.264,2.363,2.448,2.556,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
YARBOROUGH ROAD 33/11KV,1.274,1.3,1.316,1.331,1.351,1.382,1.416,1.465,1.531,1.564,1.63,1.685,1.704,1.756,1.8,1.858,1.914,1.991,2.079,2.194,2.291,2.421,2.562,2.644,2.797,2.93,3.098,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
YEW GREEN ROAD,0.793,0.811,0.822,0.833,0.846,0.868,0.891,0.925,0.972,0.994,1.04,1.079,1.092,1.128,1.158,1.199,1.238,1.291,1.352,1.432,1.499,1.59,1.688,1.745,1.851,1.943,2.06,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
YORK ROAD,0.529,0.551,0.564,0.576,0.593,0.618,0.646,0.686,0.741,0.768,0.822,0.868,0.883,0.926,0.962,1.01,1.056,1.119,1.191,1.286,1.366,1.473,1.589,1.657,1.783,1.892,2.03,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
YORK STREET,0.464,0.474,0.481,0.487,0.496,0.509,0.523,0.543,0.571,0.584,0.612,0.635,0.642,0.664,0.682,0.707,0.73,0.762,0.798,0.846,0.886,0.94,0.999,1.033,1.097,1.152,1.222,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Barnsley Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Bradford Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Calderdale Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
County Durham Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Darlington Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Doncaster Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
East Riding of Yorkshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Gateshead Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Hambleton Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Harrogate Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Hartlepool Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
"Kingston upon Hull, City of Direct to Supply Points",,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Kirklees Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Leeds Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Newcastle upon Tyne Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
North East Lincolnshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
North Lincolnshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
North Tyneside Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Northumberland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Redcar and Cleveland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Rotherham Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Ryedale Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Scarborough Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Selby Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Sheffield Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
South Tyneside Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Stockton-on-Tees Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Sunderland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
Wakefield Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
West Lindsey Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
York Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Total installed PV capacity - domestic (MW)
