Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
WEST END LANE,4.219,4.377,4.559,4.758,4.965,5.175,5.391,5.665,5.961,6.228,6.527,6.851,7.125,7.47,7.808,8.177,8.553,8.951,9.347,9.761,10.155,10.573,10.992,11.37,11.801,12.218,12.218,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WEST MOOR PARK,1.465,1.523,1.59,1.664,1.74,1.818,1.898,1.999,2.108,2.207,2.317,2.437,2.538,2.666,2.79,2.927,3.066,3.212,3.359,3.512,3.657,3.812,3.966,4.106,4.265,4.419,4.419,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WEST PARK,0.826,0.915,1.019,1.132,1.249,1.369,1.491,1.647,1.815,1.967,2.137,2.321,2.476,2.673,2.865,3.074,3.288,3.514,3.739,3.974,4.198,4.436,4.674,4.889,5.133,5.37,5.37,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WESTCOTT STREET,1.284,1.445,1.63,1.832,2.043,2.257,2.477,2.755,3.057,3.328,3.633,3.963,4.241,4.593,4.936,5.312,5.695,6.1,6.503,6.924,7.326,7.751,8.177,8.562,9.001,9.425,9.425,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WETHERBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WHEATACRE ROAD,1.324,1.408,1.505,1.61,1.721,1.833,1.947,2.093,2.251,2.393,2.552,2.725,2.87,3.054,3.234,3.43,3.631,3.842,4.053,4.273,4.483,4.706,4.929,5.13,5.359,5.581,5.581,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WHEATLEY PARK,0.365,0.406,0.453,0.504,0.558,0.612,0.668,0.739,0.816,0.885,0.963,1.047,1.117,1.207,1.294,1.39,1.487,1.59,1.693,1.8,1.903,2.011,2.119,2.217,2.329,2.437,2.437,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WHINGATE,0.422,0.495,0.578,0.67,0.765,0.861,0.961,1.086,1.222,1.345,1.482,1.632,1.757,1.916,2.071,2.241,2.413,2.596,2.778,2.968,3.149,3.341,3.534,3.708,3.905,4.097,4.097,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WHITE LEE,1.711,1.864,2.04,2.233,2.434,2.639,2.848,3.114,3.402,3.661,3.951,4.267,4.532,4.868,5.195,5.554,5.919,6.305,6.69,7.092,7.475,7.881,8.288,8.655,9.073,9.478,9.478,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WHITEHALL ROAD 2/3,0.001,0.005,0.009,0.014,0.018,0.023,0.028,0.035,0.041,0.048,0.055,0.062,0.068,0.076,0.084,0.093,0.101,0.111,0.12,0.129,0.138,0.148,0.158,0.167,0.177,0.186,0.186,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WHITEHALL ROAD 4/5,0.022,0.028,0.034,0.041,0.049,0.057,0.064,0.074,0.085,0.095,0.106,0.117,0.127,0.14,0.152,0.166,0.179,0.194,0.208,0.223,0.237,0.252,0.268,0.281,0.297,0.312,0.312,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WIBSEY,1.341,1.483,1.647,1.827,2.013,2.203,2.398,2.645,2.912,3.153,3.422,3.715,3.962,4.274,4.578,4.911,5.251,5.609,5.966,6.34,6.696,7.073,7.451,7.792,8.181,8.557,8.557,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WITHERNSEA,0.84,0.923,1.02,1.125,1.234,1.346,1.46,1.604,1.761,1.902,2.06,2.232,2.377,2.559,2.738,2.933,3.132,3.342,3.552,3.771,3.98,4.2,4.422,4.622,4.85,5.07,5.07,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WOODCOCK STREET,0.477,0.55,0.634,0.726,0.822,0.919,1.019,1.145,1.282,1.406,1.544,1.694,1.82,1.98,2.136,2.307,2.481,2.665,2.848,3.039,3.222,3.415,3.608,3.783,3.982,4.175,4.175,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WOODSEATS,0.715,0.836,0.975,1.128,1.287,1.449,1.615,1.825,2.053,2.258,2.487,2.737,2.947,3.212,3.472,3.756,4.044,4.35,4.654,4.972,5.276,5.597,5.918,6.209,6.54,6.86,6.86,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WOOLLEY,1.826,1.913,2.013,2.122,2.236,2.352,2.471,2.622,2.785,2.932,3.097,3.276,3.427,3.617,3.803,4.006,4.214,4.433,4.651,4.879,5.096,5.327,5.557,5.766,6.003,6.233,6.233,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WORSBROUGH PARK,2.444,2.602,2.785,2.985,3.193,3.404,3.621,3.896,4.194,4.462,4.763,5.089,5.364,5.711,6.05,6.422,6.8,7.199,7.597,8.014,8.41,8.83,9.251,9.632,10.065,10.484,10.484,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
WRAWBY,1.775,1.876,1.994,2.122,2.255,2.391,2.53,2.706,2.897,3.069,3.261,3.471,3.647,3.869,4.087,4.325,4.567,4.823,5.078,5.345,5.599,5.869,6.138,6.382,6.66,6.928,6.928,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
YARBOROUGH ROAD 33/11KV,1.419,1.577,1.758,1.957,2.164,2.375,2.591,2.865,3.161,3.427,3.727,4.052,4.325,4.671,5.008,5.378,5.754,6.151,6.548,6.962,7.357,7.775,8.194,8.572,9.003,9.42,9.42,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
YEW GREEN ROAD,0.844,0.954,1.08,1.218,1.362,1.508,1.658,1.849,2.054,2.24,2.448,2.674,2.864,3.104,3.338,3.595,3.857,4.133,4.408,4.696,4.971,5.261,5.552,5.815,6.115,6.405,6.405,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
YORK ROAD,0.371,0.501,0.65,0.814,0.984,1.158,1.335,1.561,1.804,2.024,2.27,2.537,2.762,3.047,3.324,3.629,3.938,4.265,4.591,4.932,5.257,5.601,5.946,6.257,6.611,6.954,6.954,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
YORK STREET,0.489,0.554,0.63,0.712,0.798,0.886,0.976,1.09,1.213,1.323,1.448,1.583,1.697,1.84,1.98,2.134,2.29,2.456,2.62,2.792,2.957,3.13,3.304,3.462,3.641,3.814,3.814,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Barnsley Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Bradford Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Calderdale Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
County Durham Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Darlington Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Doncaster Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
East Riding of Yorkshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Gateshead Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Hambleton Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Harrogate Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Hartlepool Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
"Kingston upon Hull, City of Direct to Supply Points",,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Kirklees Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Leeds Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Newcastle upon Tyne Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
North East Lincolnshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
North Lincolnshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
North Tyneside Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Northumberland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Redcar and Cleveland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Rotherham Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Ryedale Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Scarborough Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Selby Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Sheffield Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
South Tyneside Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Stockton-on-Tees Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Sunderland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
Wakefield Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
West Lindsey Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
York Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Holistic Transition (without DH HPs),Total installed PV capacity - domestic (MW)
