Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
WESLEY CRESCENT,571,951,1412,1939,2516,3130,3864,4569,5254,5911,6534,7118,7670,8180,8644,9055,9421,9724,9978,10192,10372,10519,10626,10715,10790,10854,10854,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WEST DOCKS,4,9,17,28,39,51,65,78,91,104,116,128,139,149,158,166,173,178,183,187,191,194,196,197,199,200,200,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WEST END LANE,703,1173,1746,2402,3121,3887,4801,5680,6533,7351,8128,8855,9543,10179,10757,11270,11726,12103,12420,12686,12910,13094,13227,13338,13431,13511,13511,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WEST MOOR PARK,323,518,741,981,1246,1529,1867,2191,2506,2808,3095,3362,3611,3845,4058,4247,4415,4556,4675,4773,4855,4923,4972,5014,5048,5077,5077,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WEST PARK,720,1121,1547,1977,2454,2965,3575,4161,4729,5273,5790,6269,6709,7130,7514,7854,8156,8415,8632,8809,8957,9079,9167,9243,9305,9358,9358,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WESTCOTT STREET,592,1037,1618,2319,3083,3895,4865,5797,6703,7572,8396,9171,9913,10589,11204,11749,12234,12629,12962,13245,13483,13679,13820,13937,14035,14120,14120,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WETHERBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WHEATACRE ROAD,570,909,1291,1697,2146,2625,3197,3746,4279,4790,5275,5727,6148,6544,6905,7224,7509,7748,7949,8115,8255,8370,8453,8523,8581,8631,8631,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WHEATLEY PARK,149,260,403,574,760,959,1195,1423,1644,1856,2058,2247,2427,2592,2742,2876,2994,3091,3172,3241,3299,3347,3381,3410,3434,3455,3455,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WHINGATE,254,464,751,1109,1497,1910,2403,2877,3337,3779,4199,4593,4974,5318,5631,5909,6156,6355,6523,6667,6788,6888,6960,7019,7069,7112,7112,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WHITE LEE,566,1039,1692,2508,3393,4335,5458,6538,7588,8595,9552,10451,11321,12105,12819,13451,14014,14468,14851,15179,15456,15683,15847,15981,16095,16193,16193,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WHITEHALL ROAD 2/3,6,14,28,46,65,86,111,135,158,180,202,222,241,259,274,288,301,311,319,326,332,338,341,344,347,349,349,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WHITEHALL ROAD 4/5,10,22,43,72,103,135,174,212,248,283,316,348,379,406,431,453,472,488,501,512,522,530,535,540,544,547,547,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WIBSEY,524,943,1506,2202,2958,3761,4720,5642,6538,7398,8214,8981,9720,10389,10998,11537,12018,12406,12734,13014,13250,13444,13584,13699,13796,13880,13880,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WITHERNSEA,177,335,559,843,1152,1480,1870,2246,2612,2963,3296,3609,3913,4187,4435,4655,4852,5009,5142,5256,5353,5432,5489,5535,5575,5609,5609,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WOODCOCK STREET,320,550,843,1190,1568,1970,2451,2913,3361,3792,4200,4583,4949,5284,5588,5858,6098,6295,6460,6601,6718,6815,6885,6943,6992,7034,7034,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WOODSEATS,585,991,1499,2092,2740,3430,4254,5046,5814,6552,7252,7908,8532,9106,9627,10090,10501,10839,11124,11364,11565,11731,11852,11951,12035,12107,12107,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WOOLLEY,581,940,1354,1807,2306,2838,3473,4083,4675,5243,5782,6285,6756,7197,7597,7953,8269,8533,8756,8940,9095,9223,9315,9393,9457,9513,9513,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WORSBROUGH PARK,686,1213,1910,2757,3679,4661,5831,6957,8050,9099,10095,11031,11930,12746,13488,14147,14733,15209,15610,15952,16239,16476,16647,16787,16906,17008,17008,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
WRAWBY,442,723,1054,1422,1827,2258,2773,3268,3748,4209,4646,5055,5439,5796,6122,6410,6667,6880,7060,7209,7335,7439,7514,7577,7629,7674,7674,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
YARBOROUGH ROAD 33/11KV,543,933,1428,2014,2654,3335,4148,4930,5689,6417,7108,7757,8376,8942,9457,9913,10320,10652,10932,11170,11369,11533,11651,11750,11832,11903,11903,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
YEW GREEN ROAD,428,775,1246,1829,2463,3137,3941,4714,5466,6187,6871,7515,8136,8697,9207,9660,10063,10389,10663,10898,11096,11259,11376,11472,11554,11624,11624,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
YORK ROAD,380,729,1231,1874,2571,3311,4194,5043,5868,6660,7412,8121,8809,9427,9988,10485,10928,11283,11583,11841,12059,12237,12367,12472,12561,12638,12638,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
YORK STREET,285,491,753,1065,1405,1768,2200,2615,3018,3406,3773,4118,4447,4748,5022,5264,5480,5657,5806,5932,6038,6125,6188,6240,6284,6322,6322,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Barnsley Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Bradford Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Calderdale Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
County Durham Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Darlington Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Doncaster Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
East Riding of Yorkshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Gateshead Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Hambleton Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Harrogate Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Hartlepool Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
"Kingston upon Hull, City of Direct to Supply Points",,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Kirklees Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Leeds Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Newcastle upon Tyne Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
North East Lincolnshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
North Lincolnshire Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
North Tyneside Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Northumberland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Redcar and Cleveland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Rotherham Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Ryedale Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Scarborough Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Selby Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Sheffield Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
South Tyneside Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Stockton-on-Tees Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Sunderland Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
Wakefield Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
West Lindsey Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgY,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
York Direct to Supply Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of electric cars and vans (hybrid and full electric)
