Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
DURHAM EAST,272,420,633,867,1124,1399,1727,2043,2350,2645,2925,3184,3432,3660,3868,4053,4218,4307,4380,4441,4492,4533,4561,4586,4606,4623,4623,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
EASTFIELD,473,841,1444,2220,3063,3960,5031,6063,7067,8032,8948,9806,10621,11371,12054,12661,13202,13493,13735,13936,14103,14239,14332,14408,14473,14531,14531,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
EASTGATE CEMENT,162,258,401,565,745,937,1167,1388,1603,1809,2005,2187,2361,2521,2667,2796,2912,2974,3025,3068,3104,3132,3152,3169,3183,3195,3195,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
EDUCATIONAL PRECINCT,239,415,697,1054,1443,1856,2350,2825,3288,3732,4155,4549,4925,5270,5585,5864,6114,6248,6359,6452,6529,6591,6634,6669,6699,6726,6726,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
ELVINGTON,210,320,475,640,823,1018,1252,1476,1694,1903,2102,2287,2462,2624,2772,2903,3020,3083,3135,3179,3215,3244,3264,3281,3295,3308,3308,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FARADAY STREET,596,1001,1638,2422,3276,4186,5273,6319,7337,8315,9244,10111,10936,11695,12387,13001,13550,13844,14089,14293,14462,14599,14693,14771,14837,14896,14896,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FAWDON T1 & SEATON BURN T1,1760,2541,3536,4442,5459,6547,7852,9105,10319,11484,12590,13607,14578,15476,16295,17023,17672,18020,18309,18549,18747,18908,19019,19120,19199,19270,19270,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FISHBURN,1002,1558,2361,3254,4236,5283,6536,7741,8911,10035,11103,12095,13040,13911,14705,15410,16039,16377,16658,16891,17084,17241,17349,17441,17517,17585,17585,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FLATWORTH CENTRAL,266,461,775,1171,1602,2061,2609,3137,3650,4143,4612,5050,5466,5850,6199,6509,6786,6934,7058,7161,7246,7315,7363,7402,7435,7465,7465,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FOSS ISLANDS,571,993,1674,2535,3472,4471,5661,6809,7926,8998,10017,10970,11876,12709,13468,14143,14745,15068,15337,15561,15747,15897,16001,16085,16158,16222,16222,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FOSSWAY 33/11KV,505,888,1512,2308,3173,4094,5193,6253,7283,8273,9214,10094,10930,11700,12401,13024,13580,13878,14126,14333,14504,14643,14739,14817,14884,14943,14943,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FOURSTONES 20KV,776,1187,1769,2395,3085,3823,4704,5552,6376,7167,7918,8615,9279,9891,10449,10945,11387,11624,11822,11986,12122,12232,12308,12373,12426,12474,12474,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
FYLANDS BRIDGE,719,1184,1901,2765,3708,4713,5913,7069,8193,9272,10298,11254,12164,13002,13766,14444,15049,15374,15645,15869,16056,16207,16311,16397,16470,16535,16535,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GALE LANE,799,1277,1993,2824,3734,4704,5863,6979,8064,9106,10096,11017,11894,12702,13438,14092,14676,14989,15250,15467,15646,15792,15892,15976,16047,16110,16110,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GARWOOD STREET,430,745,1252,1893,2590,3333,4219,5073,5904,6702,7460,8169,8843,9463,10027,10529,10977,11218,11418,11584,11722,11834,11911,11974,12028,12076,12076,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GATESHEAD CENTRAL,137,259,466,743,1042,1360,1740,2107,2463,2806,3131,3436,3726,3992,4235,4450,4643,4746,4832,4904,4963,5011,5045,5071,5094,5115,5115,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GATESHEAD EAST,25,45,76,116,160,207,263,316,368,418,466,511,553,592,627,659,687,702,715,725,734,741,746,750,753,756,756,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GOSFORTH 33/11KV,348,528,779,1045,1340,1654,2030,2391,2742,3079,3400,3696,3979,4240,4477,4689,4877,4978,5062,5132,5190,5237,5269,5297,5320,5340,5340,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GRANGETOWN,474,840,1439,2209,3045,3935,4997,6021,7017,7974,8883,9734,10542,11286,11964,12566,13103,13391,13632,13831,13997,14131,14224,14299,14364,14421,14421,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GREATHAM,59,98,159,233,313,399,502,600,696,789,876,958,1036,1108,1173,1231,1283,1310,1333,1353,1369,1381,1390,1398,1404,1409,1409,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T1 T2,955,1524,2374,3357,4435,5585,6958,8280,9565,10799,11971,13062,14101,15058,15930,16705,17396,17767,18076,18332,18545,18717,18837,18936,19020,19094,19094,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HARLOW GREEN,722,1190,1910,2778,3726,4737,5943,7105,8234,9319,10350,11311,12226,13068,13836,14518,15126,15452,15724,15950,16137,16289,16394,16481,16554,16619,16619,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HARMIRE BRIDGE,504,795,1223,1710,2245,2816,3498,4154,4791,5404,5985,6526,7042,7516,7949,8333,8676,8860,9013,9141,9246,9331,9391,9440,9482,9519,9519,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HARRATON,587,908,1369,1876,2435,3031,3743,4429,5095,5735,6342,6906,7444,7939,8390,8792,9150,9342,9501,9634,9744,9833,9895,9947,9990,10029,10029,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HARROGATE 132/11KV,1349,2105,3203,4430,5778,7217,8936,10591,12199,13743,15210,16572,17870,19067,20157,21126,21990,22454,22840,23160,23426,23641,23790,23915,24020,24114,24114,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HARROGATE WEST,430,650,954,1273,1625,2001,2451,2884,3304,3708,4091,4446,4784,5096,5381,5633,5859,5980,6080,6164,6233,6289,6328,6361,6389,6413,6413,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HARTMOOR 66/20KV,1013,1593,2444,3405,4461,5589,6935,8231,9490,10699,11848,12916,13933,14871,15725,16484,17161,17524,17827,18078,18286,18455,18571,18669,18752,18825,18825,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HAWTHORN PIT,1036,1667,2617,3730,4948,6248,7799,9293,10745,12140,13465,14699,15873,16955,17941,18817,19599,20018,20367,20657,20898,21092,21227,21339,21434,21518,21518,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HAXBY ROAD T2 T3,881,1379,2104,2919,3813,4768,5909,7007,8074,9098,10071,10976,11837,12631,13355,13997,14571,14879,15135,15348,15524,15667,15766,15849,15918,15980,15980,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HEBBURN,169,262,395,543,705,878,1084,1283,1476,1662,1838,2002,2158,2301,2432,2549,2653,2708,2755,2793,2825,2851,2869,2884,2897,2908,2908,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HEBBURN WEST,55,85,128,176,229,285,352,417,480,540,597,650,701,747,790,828,862,880,895,907,918,926,932,937,941,944,944,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HEDWORTH,497,804,1268,1814,2411,3048,3809,4542,5254,5938,6588,7193,7770,8300,8784,9214,9597,9803,9974,10116,10234,10330,10396,10451,10497,10538,10538,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HEIGHINGTON,1,2,4,5,6,8,10,12,14,15,17,18,20,21,22,24,25,25,25,26,26,26,27,27,27,27,27,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HEXHAM,490,766,1168,1618,2112,2640,3270,3877,4466,5032,5570,6069,6545,6984,7384,7739,8056,8226,8367,8485,8582,8661,8716,8762,8800,8834,8834,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HIGH BARMSTON,604,929,1392,1897,2453,3047,3756,4439,5102,5739,6344,6905,7440,7933,8382,8782,9138,9329,9488,9620,9729,9818,9879,9932,9975,10013,10013,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HIGH FLATTS,876,1379,2117,2953,3871,4851,6022,7148,8243,9294,10293,11222,12106,12921,13663,14323,14912,15228,15491,15709,15890,16037,16138,16223,16295,16358,16358,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HOUGHTON,855,1331,2019,2783,3624,4521,5594,6626,7628,8591,9506,10355,11164,11910,12590,13194,13733,14022,14263,14463,14628,14762,14855,14934,14999,15057,15057,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HOWDON,164,278,459,685,930,1191,1503,1804,2096,2377,2644,2893,3130,3348,3547,3723,3881,3966,4036,4094,4143,4182,4209,4232,4251,4268,4268,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HUNTINGTON NEW LANE,647,1009,1532,2115,2756,3440,4258,5045,5809,6543,7241,7888,8506,9074,9593,10053,10464,10685,10868,11020,11147,11249,11320,11380,11429,11474,11474,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
HUSTHWAITE 33/11KV,581,892,1334,1813,2342,2906,3581,4230,4860,5465,6040,6574,7082,7551,7978,8357,8696,8878,9029,9154,9258,9343,9401,9451,9492,9528,9528,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
JARROW,147,240,382,550,734,931,1165,1391,1611,1821,2022,2208,2386,2550,2699,2831,2949,3013,3066,3110,3146,3175,3196,3213,3227,3240,3240,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
KENTON,720,1102,1641,2222,2862,3546,4364,5151,5915,6648,7345,7992,8608,9175,9693,10153,10564,10784,10967,11119,11245,11347,11418,11478,11528,11572,11572,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
KIELDER,58,86,123,159,199,242,294,343,391,438,481,522,560,596,628,657,683,697,708,718,726,732,736,740,744,746,746,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
KILLINGWORTH,606,948,1445,2002,2615,3268,4049,4801,5531,6232,6898,7517,8107,8650,9145,9585,9978,10189,10364,10509,10630,10728,10796,10853,10900,10943,10943,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
KIRBYMOORSIDE,381,613,962,1371,1819,2296,2867,3416,3949,4462,4949,5402,5834,6232,6594,6916,7203,7357,7486,7592,7681,7752,7802,7843,7878,7909,7909,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
LINTON 66/20KV,475,729,1089,1479,1908,2367,2915,3442,3954,4446,4914,5347,5760,6141,6488,6796,7071,7219,7342,7444,7528,7597,7644,7684,7718,7748,7748,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
LONGBENTON,799,1235,1860,2546,3301,4108,5072,5999,6900,7765,8587,9350,10077,10747,11358,11900,12384,12644,12860,13039,13188,13309,13392,13463,13521,13574,13574,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
LOW SPENNYMOOR,564,876,1325,1823,2371,2955,3654,4326,4979,5607,6202,6756,7283,7769,8212,8605,8956,9144,9301,9431,9539,9626,9687,9738,9781,9819,9819,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
LYNEMOUTH,115,180,273,378,493,615,762,903,1040,1172,1297,1413,1523,1625,1718,1801,1874,1914,1947,1974,1997,2015,2028,2038,2047,2055,2055,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MADDISON STREET,988,1620,2591,3753,5022,6376,7992,9548,11061,12515,13896,15183,16408,17536,18564,19477,20292,20730,21093,21396,21647,21850,21991,22107,22205,22293,22293,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MALLEABLE,397,654,1050,1528,2049,2605,3268,3908,4529,5126,5693,6222,6725,7189,7611,7986,8320,8500,8650,8774,8877,8960,9018,9066,9106,9142,9142,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MALTON,749,1213,1914,2741,3645,4610,5761,6870,7948,8984,9967,10884,11756,12559,13291,13942,14522,14833,15093,15308,15487,15631,15731,15814,15885,15947,15947,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MEADOWFIELD,269,419,638,884,1153,1441,1784,2115,2437,2745,3038,3311,3570,3809,4027,4221,4394,4486,4563,4627,4681,4724,4753,4778,4799,4818,4818,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MELROSEGATE 33/11KV,333,576,967,1462,1999,2572,3255,3913,4553,5169,5753,6299,6819,7297,7732,8119,8464,8650,8804,8932,9039,9125,9185,9233,9275,9312,9312,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MILLBANK LANE,854,1330,2022,2792,3639,4544,5624,6664,7675,8645,9567,10423,11239,11990,12676,13284,13827,14119,14361,14563,14730,14865,14958,15037,15103,15162,15162,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MONKSEATON,1238,1897,2831,3842,4955,6145,7567,8934,10263,11538,12750,13874,14945,15933,16833,17633,18346,18729,19048,19312,19531,19709,19832,19936,20023,20100,20100,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MOOR MONKTON PUMPS,70,112,174,245,323,406,505,601,693,783,867,946,1021,1090,1153,1209,1259,1286,1308,1327,1342,1355,1363,1371,1377,1382,1382,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MORPETH,923,1415,2112,2865,3696,4583,5643,6663,7654,8605,9509,10347,11146,11882,12554,13150,13683,13968,14205,14403,14566,14699,14790,14868,14933,14990,14990,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
MOUNT ROAD,532,901,1483,2203,2987,3824,4822,5783,6718,7616,8470,9266,10024,10722,11358,11922,12426,12697,12922,13109,13264,13390,13477,13548,13609,13663,13663,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NEWBURN HAUGH,244,387,599,841,1107,1391,1730,2057,2374,2678,2968,3237,3493,3729,3944,4136,4306,4398,4474,4537,4590,4632,4662,4686,4707,4725,4725,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NEWBY,583,951,1511,2178,2907,3684,4611,5505,6373,7207,8000,8738,9441,10089,10678,11202,11670,11921,12130,12303,12447,12564,12645,12711,12768,12818,12818,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NEWCASTLE AIRPORT,733,1071,1514,1936,2407,2911,3515,4096,4658,5198,5711,6184,6635,7051,7432,7769,8071,8232,8366,8478,8570,8644,8696,8742,8779,8812,8812,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NEWTON AYCLIFFE SOUTH,216,336,509,702,914,1140,1410,1670,1923,2166,2397,2611,2815,3003,3174,3326,3462,3535,3596,3646,3688,3722,3745,3765,3781,3796,3796,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NORTH STREET,311,544,920,1398,1918,2471,3132,3768,4387,4982,5548,6076,6578,7041,7462,7836,8170,8349,8498,8622,8725,8809,8866,8913,8953,8989,8989,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NORTH TEES T1 T2,73,121,194,283,379,482,605,724,839,949,1054,1152,1246,1332,1410,1479,1541,1575,1602,1625,1644,1660,1671,1679,1687,1694,1694,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NORTH TEES T3 T4,211,374,640,981,1352,1747,2218,2673,3114,3539,3942,4319,4678,5008,5309,5576,5814,5942,6049,6137,6211,6270,6311,6345,6373,6399,6399,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NORTHALLERTON,568,918,1446,2067,2746,3471,4336,5169,5979,6757,7496,8184,8839,9443,9993,10481,10917,11151,11346,11508,11642,11750,11826,11888,11941,11988,11988,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
NORTON 132/11KV,1523,2507,4023,5846,7838,9961,12495,14936,17309,19588,21754,23774,25695,27465,29077,30510,31788,32474,33045,33519,33913,34231,34452,34634,34788,34926,34926,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
OATLANDS,611,917,1337,1771,2251,2764,3378,3968,4540,5090,5613,6096,6557,6982,7370,7714,8021,8186,8323,8437,8531,8608,8661,8706,8744,8777,8777,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
OFFERTON 33/11KV,779,1236,1914,2692,3545,4456,5543,6590,7607,8584,9512,10376,11198,11955,12646,13259,13806,14100,14344,14547,14716,14852,14946,15025,15091,15150,15150,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
PALLION TRADING,412,711,1191,1796,2453,3154,3990,4796,5579,6332,7048,7716,8352,8937,9470,9943,10366,10592,10781,10938,11069,11174,11247,11306,11357,11402,11402,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
PETERLEE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
PETERLEE WEST,269,455,749,1111,1507,1928,2431,2915,3386,3838,4268,4670,5051,5403,5723,6007,6261,6398,6511,6605,6683,6747,6791,6826,6857,6884,6884,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
PILGRIM,22,46,89,149,214,282,364,443,520,594,664,729,792,849,902,948,990,1012,1031,1046,1059,1069,1076,1082,1087,1092,1092,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
POTTER HOUSE T1 T3,950,1502,2318,3249,4271,5362,6664,7917,9136,10306,11417,12451,13436,14343,15169,15904,16559,16911,17203,17446,17648,17811,17924,18019,18098,18169,18169,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
POTTER HOUSE T4 T5,143,221,334,459,597,743,919,1087,1251,1409,1558,1697,1829,1951,2062,2161,2249,2296,2335,2368,2395,2417,2432,2445,2456,2465,2465,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
PRISSICK,1126,1710,2526,3391,4348,5369,6590,7765,8906,10001,11041,12005,12924,13771,14544,15230,15843,16171,16444,16671,16859,17011,17117,17207,17282,17348,17348,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RAVENSCAR,52,85,134,192,255,323,404,481,557,629,698,762,824,880,931,977,1017,1039,1057,1072,1085,1095,1102,1108,1113,1117,1117,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RAWCLIFFE LANE,778,1197,1794,2444,3160,3926,4840,5720,6574,7395,8174,8898,9587,10222,10802,11316,11775,12022,12226,12397,12538,12652,12731,12798,12854,12904,12904,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
REDCAR,1260,2110,3440,5070,6847,8741,11002,13180,15297,17332,19265,21068,22785,24364,25804,27082,28224,28836,29346,29770,30121,30406,30603,30764,30902,31024,31024,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RESERVOIR,945,1543,2455,3543,4731,5998,7511,8967,10384,11744,13037,14241,15388,16444,17405,18260,19023,19432,19773,20056,20291,20481,20612,20721,20813,20895,20895,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RICHMOND T1,366,613,1000,1474,1991,2542,3199,3833,4448,5040,5602,6127,6626,7086,7504,7876,8208,8386,8535,8658,8760,8843,8900,8947,8987,9023,9023,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RICHMOND T2,96,162,264,391,528,675,850,1019,1183,1341,1490,1630,1763,1885,1997,2096,2184,2232,2271,2304,2331,2353,2369,2381,2392,2401,2401,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RIPON,585,913,1389,1922,2508,3133,3879,4598,5296,5967,6604,7196,7760,8279,8753,9173,9549,9750,9918,10057,10172,10266,10331,10385,10431,10471,10471,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RISE CARR,524,840,1315,1868,2474,3121,3893,4636,5359,6053,6712,7326,7910,8449,8939,9375,9764,9972,10146,10290,10410,10507,10574,10630,10677,10719,10719,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
ROMANBY,277,449,710,1018,1354,1713,2142,2555,2956,3342,3708,4049,4374,4673,4945,5187,5403,5519,5616,5696,5762,5816,5853,5884,5911,5934,5934,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
RUDBY,231,357,538,736,955,1188,1466,1735,1995,2245,2483,2703,2913,3107,3284,3441,3581,3656,3718,3770,3813,3848,3872,3892,3909,3924,3924,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SCARBOROUGH 33/11KV,611,1051,1755,2638,3599,4623,5845,7022,8167,9267,10313,11289,12218,13073,13851,14543,15161,15492,15768,15997,16188,16342,16448,16535,16610,16676,16676,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SCARBOROUGH 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SEGHILL,644,1014,1557,2174,2851,3574,4437,5268,6075,6850,7587,8272,8924,9525,10072,10559,10993,11226,11420,11581,11715,11823,11898,11960,12013,12060,12060,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SESSAY BRIDGE_SOWERBY,249,398,619,876,1156,1456,1813,2158,2492,2814,3119,3403,3674,3923,4150,4352,4532,4629,4709,4776,4831,4876,4907,4933,4955,4974,4974,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SEVERUS HILL,686,1074,1640,2275,2973,3717,4607,5463,6295,7094,7853,8559,9231,9850,10414,10916,11363,11603,11803,11969,12106,12218,12295,12360,12414,12462,12462,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SHERIFF HUTTON,611,940,1408,1917,2478,3077,3792,4481,5150,5792,6402,6968,7508,8005,8459,8861,9221,9413,9574,9707,9817,9907,9969,10021,10065,10104,10104,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SHOTTON,436,729,1189,1751,2363,3017,3796,4548,5278,5980,6646,7268,7860,8405,8901,9343,9736,9947,10123,10269,10391,10489,10557,10612,10660,10702,10702,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SIMONSIDE,388,649,1058,1558,2104,2686,3380,4049,4699,5324,5918,6472,6999,7484,7926,8319,8669,8857,9014,9144,9252,9340,9400,9450,9492,9530,9530,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SKELDERGATE,214,361,592,879,1190,1523,1919,2301,2673,3030,3369,3686,3987,4264,4517,4741,4941,5049,5138,5213,5274,5324,5359,5387,5411,5433,5433,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SKERNESIDE,709,1100,1664,2286,2971,3703,4577,5418,6234,7019,7764,8456,9116,9723,10277,10769,11209,11444,11640,11803,11938,12047,12123,12187,12240,12287,12287,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SPADEADAM 20KV,237,376,582,818,1077,1354,1684,2002,2310,2607,2889,3151,3401,3631,3840,4026,4192,4282,4356,4417,4469,4510,4539,4563,4583,4601,4601,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SPENCERBECK,613,1061,1782,2693,3683,4738,5997,7210,8390,9523,10601,11607,12564,13445,14247,14960,15597,15938,16222,16459,16655,16814,16924,17013,17090,17158,17158,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
SPENNYMOOR 66/20KV,626,1019,1617,2327,3103,3930,4918,5869,6794,7682,8526,9313,10061,10750,11378,11936,12434,12702,12924,13109,13262,13386,13472,13543,13603,13657,13657,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
STARBECK,1232,1893,2830,3848,4970,6168,7600,8977,10315,11600,12820,13952,15031,16026,16932,17738,18457,18842,19163,19429,19650,19829,19953,20058,20145,20223,20223,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
STOBSWOOD COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
STOKESLEY,301,478,739,1039,1368,1718,2137,2540,2932,3308,3666,3998,4315,4607,4872,5109,5319,5433,5527,5605,5670,5722,5758,5789,5814,5837,5837,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
STONEY CUT,588,973,1568,2287,3073,3910,4910,5873,6809,7708,8563,9359,10118,10816,11452,12017,12521,12792,13017,13205,13360,13486,13573,13644,13705,13759,13759,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
