Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1137,1303,1562,1958,2556,3432,3996,4638,5347,6114,6940,7827,8809,9833,10866,11892,12756,13576,14334,15020,15629,16164,16506,16627,16741,16850,16955,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,657,821,1073,1448,1991,2762,3285,3866,4503,5188,5924,6712,7581,8487,9401,10308,11075,11802,12474,13082,13622,14096,14400,14511,14615,14713,14807,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,803,982,1259,1671,2273,3132,3710,4354,5062,5824,6642,7519,8487,9496,10514,11524,12378,13187,13935,14612,15214,15742,16080,16203,16318,16427,16532,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
ASHINGTON,810,1057,1439,1999,2802,3932,4709,5567,6507,7516,8597,9755,11030,12360,13701,15031,16157,17225,18211,19104,19897,20594,21041,21205,21359,21504,21643,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,439,510,621,789,1041,1408,1646,1916,2214,2536,2882,3254,3665,4094,4527,4956,5318,5661,5979,6266,6521,6745,6889,6940,6988,7034,7078,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,19,24,34,47,66,93,111,131,154,178,203,231,261,292,324,356,382,408,431,452,471,488,498,502,506,509,512,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BEDALE,417,513,661,881,1202,1659,1967,2310,2687,3093,3528,3995,4510,5047,5589,6126,6580,7011,7409,7770,8090,8371,8551,8616,8677,8736,8791,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BELMONT,760,881,1070,1356,1785,2410,2816,3276,3784,4333,4924,5557,6258,6990,7728,8460,9077,9663,10204,10694,11129,11512,11756,11843,11925,12003,12078,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BENSHAM,326,435,602,847,1197,1687,2026,2400,2808,3247,3717,4220,4774,5351,5933,6511,7000,7464,7892,8280,8624,8927,9121,9193,9260,9323,9383,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,924,1065,1285,1619,2123,2858,3334,3874,4471,5116,5810,6555,7380,8240,9108,9969,10695,11384,12021,12597,13109,13559,13846,13948,14044,14136,14224,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BENWELL,597,735,949,1266,1729,2388,2832,3327,3870,4455,5083,5756,6498,7272,8052,8827,9482,10103,10677,11196,11657,12062,12322,12416,12505,12588,12669,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,886,1061,1332,1737,2335,3195,3765,4405,5110,5869,6685,7560,8526,9534,10551,11559,12411,13219,13966,14641,15241,15769,16106,16228,16342,16450,16554,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BILLY MILL,534,671,884,1198,1653,2297,2735,3221,3755,4328,4943,5603,6329,7087,7851,8609,9250,9858,10420,10928,11380,11777,12031,12124,12211,12293,12372,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,504,593,731,939,1249,1697,1991,2322,2688,3082,3507,3962,4465,4989,5519,6044,6487,6907,7296,7647,7960,8234,8409,8472,8531,8588,8642,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,298,350,432,554,736,999,1172,1366,1581,1813,2062,2330,2625,2934,3245,3554,3814,4061,4290,4496,4680,4841,4944,4981,5016,5049,5081,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,764,874,1045,1307,1703,2285,2658,3083,3554,4062,4610,5199,5850,6529,7215,7895,8468,9012,9515,9970,10374,10729,10956,11036,11112,11184,11253,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,677,804,1000,1294,1730,2358,2773,3240,3754,4308,4904,5544,6250,6986,7729,8467,9089,9679,10225,10719,11157,11543,11789,11878,11961,12040,12116,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,506,611,774,1017,1373,1885,2226,2608,3028,3480,3966,4487,5063,5662,6268,6868,7375,7856,8301,8703,9061,9375,9575,9648,9716,9781,9843,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,317,351,405,489,621,817,939,1080,1237,1407,1591,1788,2008,2237,2468,2697,2890,3073,3242,3395,3531,3651,3727,3753,3778,3802,3825,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,573,685,858,1117,1499,2048,2413,2822,3272,3758,4280,4840,5457,6102,6752,7398,7942,8459,8937,9369,9753,10090,10306,10383,10456,10526,10592,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,461,540,663,848,1125,1526,1789,2085,2412,2764,3144,3551,4001,4471,4944,5414,5811,6187,6535,6849,7129,7374,7531,7587,7640,7690,7739,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,913,1107,1406,1853,2508,3445,4072,4773,5544,6374,7266,8222,9277,10377,11487,12588,13519,14401,15216,15955,16610,17186,17554,17688,17813,17932,18046,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,153,210,298,427,610,865,1043,1238,1451,1680,1925,2187,2475,2776,3079,3380,3635,3876,4099,4301,4481,4638,4740,4777,4812,4845,4876,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,748,932,1216,1636,2247,3115,3702,4355,5072,5843,6670,7557,8534,9554,10582,11602,12465,13282,14038,14722,15330,15864,16206,16330,16447,16558,16664,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CAMPLESHON ROAD,790,939,1171,1518,2032,2772,3261,3811,4417,5070,5772,6525,7357,8224,9099,9968,10701,11396,12039,12621,13137,13591,13881,13986,14084,14177,14266,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CARLEY HILL,861,1008,1236,1581,2094,2839,3326,3876,4484,5139,5844,6600,7436,8308,9188,10061,10798,11496,12142,12727,13246,13702,13993,14098,14196,14289,14379,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CARLIN HOW T3 T4,641,803,1052,1422,1957,2718,3233,3806,4434,5110,5835,6612,7469,8362,9262,10156,10912,11629,12291,12891,13423,13891,14190,14300,14402,14499,14592,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CARR HILL,628,820,1116,1551,2174,3051,3655,4321,5050,5833,6672,7571,8561,9592,10633,11666,12540,13368,14134,14827,15442,15983,16330,16457,16577,16689,16797,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CATTERICK CAMP,547,705,948,1306,1822,2548,3046,3596,4199,4846,5541,6285,7104,7959,8820,9675,10399,11084,11718,12292,12801,13249,13536,13641,13740,13833,13922,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CLOSE,118,162,229,328,468,664,801,950,1114,1289,1477,1679,1900,2131,2363,2594,2790,2975,3146,3301,3439,3560,3637,3666,3693,3718,3742,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CONEYTHORPE,560,643,772,969,1266,1700,1981,2299,2651,3032,3442,3883,4370,4878,5391,5900,6329,6736,7112,7453,7755,8021,8190,8251,8307,8361,8413,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CONSETT,1035,1230,1532,1986,2658,3625,4265,4984,5776,6630,7548,8533,9620,10755,11899,13035,13993,14902,15742,16503,17178,17772,18151,18288,18416,18538,18655,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CORPORATION STREET,147,187,248,339,469,654,780,920,1073,1238,1415,1604,1812,2030,2249,2467,2651,2825,2986,3132,3262,3376,3449,3476,3501,3524,3547,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T1 T3,288,348,439,576,778,1066,1259,1474,1711,1967,2241,2536,2860,3199,3541,3880,4166,4438,4689,4916,5118,5295,5409,5450,5488,5525,5560,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T2 T4,269,325,411,541,730,1002,1184,1387,1611,1851,2110,2387,2693,3012,3334,3654,3923,4179,4416,4630,4820,4987,5094,5133,5169,5203,5236,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DARLEY,300,330,378,453,572,750,859,986,1128,1282,1448,1627,1825,2033,2242,2449,2624,2789,2942,3081,3204,3312,3381,3405,3427,3449,3470,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DARLINGTON 132/6KV,258,328,437,598,829,1157,1381,1628,1900,2192,2504,2840,3209,3594,3982,4368,4694,5003,5289,5547,5777,5979,6108,6155,6200,6242,6282,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DARLINGTON 33/11KV,492,608,788,1056,1445,1998,2372,2788,3244,3736,4264,4829,5452,6103,6758,7409,7959,8481,8963,9399,9787,10127,10345,10424,10499,10569,10637,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DARLINGTON CENTRAL 33/11KV,159,213,296,417,589,831,999,1183,1385,1601,1833,2082,2355,2640,2927,3212,3453,3682,3894,4085,4255,4404,4500,4535,4569,4600,4630,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DARLINGTON EAST,557,639,768,965,1262,1696,1976,2294,2646,3027,3436,3876,4363,4871,5383,5891,6319,6726,7102,7442,7744,8009,8179,8239,8295,8349,8401,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DARLINGTON WEST,1069,1223,1462,1829,2383,3195,3718,4312,4969,5681,6447,7270,8180,9130,10089,11040,11841,12602,13305,13941,14506,15003,15319,15432,15537,15638,15735,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DENWICK,622,807,1091,1509,2109,2955,3536,4177,4879,5634,6443,7309,8264,9258,10262,11257,12100,12898,13637,14305,14898,15419,15754,15876,15991,16100,16204,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DUNSTON 66/11KV,453,521,628,790,1034,1391,1622,1884,2174,2487,2824,3186,3587,4005,4426,4844,5197,5531,5841,6120,6369,6587,6727,6776,6823,6867,6910,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DUNSTON 66/20KV,907,1034,1231,1533,1991,2665,3097,3588,4133,4722,5356,6038,6793,7580,8375,9163,9827,10457,11040,11567,12035,12447,12709,12802,12890,12973,13053,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
DURHAM EAST,272,314,380,481,632,852,994,1156,1335,1528,1735,1959,2205,2463,2722,2980,3197,3403,3594,3766,3919,4054,4140,4170,4199,4227,4253,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
EASTFIELD,473,629,868,1218,1719,2422,2908,3442,4028,4656,5329,6050,6843,7670,8504,9332,10032,10696,11310,11866,12359,12793,13071,13173,13269,13360,13446,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
EASTGATE CEMENT,162,193,241,313,419,571,673,786,911,1046,1191,1346,1518,1697,1878,2057,2209,2352,2485,2605,2711,2805,2865,2887,2907,2926,2945,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
EDUCATIONAL PRECINCT,239,310,419,579,810,1135,1357,1603,1873,2163,2473,2806,3172,3554,3939,4321,4644,4951,5234,5491,5718,5918,6047,6094,6138,6180,6219,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
ELVINGTON,210,239,285,356,463,619,720,835,962,1099,1247,1406,1581,1765,1950,2134,2288,2435,2571,2694,2803,2899,2960,2981,3002,3021,3040,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FARADAY STREET,596,749,985,1334,1840,2557,3044,3584,4177,4815,5499,6232,7040,7883,8733,9576,10289,10965,11590,12155,12658,13099,13382,13485,13582,13673,13761,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FAWDON T1 & SEATON BURN T1,1760,1900,2125,2486,3071,3969,4502,5132,5837,6607,7440,8337,9336,10379,11432,12476,13352,14184,14953,15650,16268,16811,17156,17273,17384,17492,17595,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FISHBURN,1002,1165,1419,1804,2380,3218,3764,4381,5062,5798,6590,7440,8380,9361,10350,11331,12159,12944,13670,14327,14911,15423,15751,15868,15978,16082,16183,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FLATWORTH CENTRAL,266,345,466,644,900,1260,1507,1780,2079,2401,2745,3114,3521,3945,4372,4796,5155,5495,5810,6094,6347,6569,6711,6764,6812,6859,6903,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FOSS ISLANDS,571,742,1006,1393,1949,2733,3271,3865,4515,5214,5963,6766,7649,8570,9500,10422,11202,11941,12625,13244,13793,14276,14585,14699,14805,14906,15002,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FOSSWAY 33/11KV,505,664,908,1267,1781,2503,3001,3549,4150,4795,5486,6227,7041,7891,8748,9598,10318,11000,11631,12201,12708,13153,13439,13544,13642,13735,13824,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FOURSTONES 20KV,776,888,1063,1330,1734,2326,2707,3140,3620,4138,4696,5296,5960,6652,7351,8044,8628,9182,9695,10158,10570,10932,11163,11245,11322,11395,11466,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
FYLANDS BRIDGE,719,885,1143,1525,2082,2877,3412,4008,4662,5367,6123,6934,7828,8761,9702,10635,11424,12172,12863,13489,14045,14533,14845,14959,15066,15167,15263,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GALE LANE,799,955,1198,1561,2097,2868,3380,3954,4585,5266,5998,6783,7650,8553,9465,10370,11134,11858,12528,13134,13672,14145,14448,14557,14659,14757,14850,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GARWOOD STREET,430,557,753,1041,1454,2037,2437,2879,3363,3883,4441,5038,5695,6381,7072,7759,8339,8889,9398,9859,10267,10627,10857,10942,11021,11096,11167,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GATESHEAD CENTRAL,137,194,280,406,585,833,1007,1197,1405,1628,1866,2121,2402,2694,2989,3282,3530,3765,3982,4179,4354,4507,4606,4642,4676,4708,4739,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GATESHEAD EAST,25,33,46,64,90,126,152,179,210,243,278,315,356,399,443,486,522,557,589,617,643,666,680,685,690,695,700,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GOSFORTH 33/11KV,348,395,468,581,753,1006,1168,1352,1556,1777,2016,2271,2555,2851,3149,3445,3694,3931,4150,4348,4523,4678,4776,4811,4844,4875,4905,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GRANGETOWN,474,628,865,1212,1709,2406,2888,3418,3999,4622,5290,6005,6792,7613,8440,9262,9957,10616,11225,11776,12265,12696,12971,13073,13168,13258,13344,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GREATHAM,59,73,95,128,176,244,290,340,396,457,521,590,667,746,827,906,974,1038,1097,1150,1197,1239,1266,1276,1285,1293,1302,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T1 T2,955,1140,1427,1857,2492,3405,4011,4690,5438,6245,7112,8042,9069,10140,11220,12292,13197,14055,14849,15567,16205,16765,17123,17252,17374,17489,17599,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HARLOW GREEN,722,890,1148,1533,2093,2891,3429,4028,4686,5394,6154,6969,7868,8805,9751,10689,11482,12234,12929,13558,14116,14607,14921,15035,15142,15244,15341,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HARMIRE BRIDGE,504,594,735,947,1261,1716,2015,2352,2723,3124,3555,4017,4527,5060,5597,6130,6580,7007,7401,7758,8075,8354,8532,8596,8656,8713,8768,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HARRATON,587,679,823,1041,1368,1845,2155,2506,2894,3313,3764,4248,4783,5341,5905,6464,6935,7382,7796,8170,8502,8794,8980,9047,9109,9169,9226,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HARROGATE 132/11KV,1349,1574,1925,2455,3247,4396,5147,5995,6931,7942,9029,10196,11485,12831,14189,15536,16672,17750,18746,19648,20449,21152,21602,21763,21914,22058,22196,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HARROGATE WEST,430,486,574,708,913,1217,1410,1630,1875,2140,2425,2732,3071,3426,3783,4138,4437,4721,4983,5220,5431,5616,5734,5776,5815,5852,5888,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HARTMOOR 66/20KV,1013,1192,1469,1886,2507,3405,3995,4660,5393,6185,7035,7948,8957,10010,11071,12125,13013,13857,14636,15342,15968,16518,16870,16996,17115,17228,17336,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HAWTHORN PIT,1036,1246,1573,2061,2780,3810,4497,5265,6111,7022,8002,9051,10210,11419,12639,13849,14870,15839,16735,17546,18266,18898,19303,19449,19587,19717,19842,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HAXBY ROAD T2 T3,881,1031,1265,1617,2143,2905,3404,3966,4587,5258,5979,6753,7609,8501,9401,10295,11048,11763,12424,13022,13553,14020,14318,14425,14525,14620,14712,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HEBBURN,169,196,238,301,396,534,624,726,839,960,1091,1231,1387,1549,1712,1874,2011,2140,2260,2369,2465,2550,2604,2623,2641,2659,2675,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HEBBURN WEST,55,64,77,98,129,174,203,236,272,312,354,400,450,503,556,609,653,695,734,769,801,828,846,852,858,863,869,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HEDWORTH,497,601,762,1002,1354,1859,2197,2574,2988,3435,3915,4430,4998,5591,6188,6781,7282,7757,8196,8594,8947,9257,9455,9527,9594,9658,9719,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HEIGHINGTON,1,2,2,3,4,5,6,7,8,9,10,11,13,14,16,17,19,20,21,22,23,24,24,24,24,25,25,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HEXHAM,490,573,702,896,1187,1608,1883,2194,2537,2908,3307,3734,4207,4700,5198,5691,6108,6503,6868,7199,7492,7750,7915,7974,8029,8082,8133,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HIGH BARMSTON,604,695,837,1053,1378,1854,2162,2511,2897,3314,3764,4246,4779,5336,5898,6455,6925,7371,7783,8156,8487,8778,8964,9030,9092,9151,9208,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HIGH FLATTS,876,1031,1272,1635,2175,2956,3469,4047,4685,5373,6112,6906,7783,8697,9620,10536,11308,12041,12719,13332,13876,14355,14661,14770,14873,14971,15065,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HOUGHTON,855,995,1213,1543,2036,2754,3221,3750,4333,4964,5642,6370,7175,8015,8862,9702,10411,11083,11705,12268,12767,13206,13487,13587,13681,13771,13857,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HOWDON,164,208,276,377,522,728,868,1023,1194,1377,1573,1784,2015,2257,2501,2743,2947,3141,3321,3483,3627,3754,3835,3865,3892,3919,3944,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HUNTINGTON NEW LANE,647,754,921,1172,1549,2095,2452,2855,3300,3781,4298,4853,5466,6106,6752,7393,7933,8446,8920,9349,9729,10064,10278,10354,10426,10495,10560,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
HUSTHWAITE 33/11KV,581,667,802,1007,1316,1769,2061,2393,2759,3156,3583,4042,4549,5079,5613,6143,6590,7014,7406,7760,8075,8352,8528,8591,8650,8707,8761,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
JARROW,147,180,229,304,412,568,672,788,916,1054,1202,1360,1535,1718,1902,2084,2238,2385,2520,2642,2751,2846,2908,2930,2950,2970,2989,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
KENTON,720,824,986,1234,1609,2158,2511,2913,3358,3839,4357,4913,5529,6171,6819,7462,8004,8518,8993,9424,9806,10141,10355,10431,10503,10571,10637,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
KIELDER,58,64,74,89,112,147,169,194,222,252,285,320,359,400,441,482,517,549,580,607,631,652,666,671,675,679,683,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
KILLINGWORTH,606,709,868,1110,1469,1991,2332,2717,3143,3602,4095,4625,5211,5822,6438,7050,7565,8055,8507,8917,9280,9600,9804,9877,9945,10011,10073,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
KIRBYMOORSIDE,381,458,578,758,1022,1400,1653,1935,2246,2581,2941,3327,3753,4197,4645,5090,5465,5821,6151,6449,6713,6946,7095,7148,7199,7247,7292,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
LINTON 66/20KV,475,545,655,821,1072,1440,1678,1947,2245,2568,2915,3287,3700,4130,4564,4995,5358,5703,6021,6310,6566,6790,6934,6985,7033,7079,7123,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
LONGBENTON,799,924,1118,1412,1855,2501,2920,3394,3919,4486,5095,5750,6474,7230,7992,8749,9386,9991,10551,11057,11507,11902,12154,12244,12328,12409,12486,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
LOW SPENNYMOOR,564,655,796,1011,1332,1800,2104,2448,2829,3239,3681,4156,4680,5227,5779,6327,6789,7227,7633,7999,8325,8611,8794,8859,8920,8979,9035,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
LYNEMOUTH,115,134,164,209,277,375,439,511,591,677,770,869,979,1094,1209,1324,1421,1513,1598,1675,1743,1803,1841,1855,1868,1880,1892,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
MADDISON STREET,988,1212,1557,2071,2821,3891,4610,5413,6294,7243,8262,9354,10559,11815,13082,14340,15402,16410,17341,18184,18933,19590,20012,20164,20308,20444,20574,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
MALLEABLE,397,489,631,843,1151,1590,1886,2215,2577,2967,3385,3834,4328,4844,5364,5880,6316,6730,7112,7458,7765,8035,8208,8271,8330,8386,8439,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
MALTON,749,907,1150,1514,2048,2812,3322,3893,4521,5197,5924,6703,7563,8459,9364,10262,11020,11738,12403,13005,13539,14008,14308,14417,14519,14616,14708,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
MEADOWFIELD,269,314,384,490,648,878,1028,1197,1384,1586,1804,2037,2295,2564,2835,3104,3331,3546,3746,3926,4086,4226,4316,4348,4379,4407,4435,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
MELROSEGATE 33/11KV,333,431,581,803,1122,1572,1880,2221,2594,2995,3425,3885,4392,4920,5453,5983,6430,6854,7247,7602,7917,8194,8371,8437,8497,8555,8610,NPgN,Primary,NG FES - Falling Behind (without DH HPs),Number of electric cars and vans (hybrid and full electric)
