Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
SEGHILL,13.075,13.380,13.380,13.710,14.068,14.456,14.896,15.562,16.323,17.105,17.993,18.922,19.664,20.305,20.829,21.296,21.710,22.106,22.461,22.788,23.082,23.329,23.557,23.726,23.902,24.047,24.097,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SESSAY BRIDGE_SOWERBY,9.480,10.118,10.118,10.290,10.491,10.713,10.955,11.310,11.709,12.123,12.623,13.175,13.598,13.970,14.288,14.579,14.840,15.095,15.330,15.545,15.744,15.923,16.101,16.261,16.421,16.566,16.666,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SEVERUS HILL,13.442,13.642,13.642,13.876,14.148,14.470,14.846,15.354,16.050,16.787,17.551,18.211,18.886,19.520,20.039,20.497,20.901,21.284,21.625,21.921,22.183,22.405,22.592,22.706,22.830,22.926,22.948,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SHERIFF HUTTON,13.132,13.132,13.132,13.440,13.782,14.170,14.636,15.295,16.079,16.866,17.831,18.919,19.771,20.523,21.151,21.710,22.202,22.662,23.075,23.439,23.768,24.055,24.324,24.536,24.751,24.933,25.021,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SHOTTON,13.713,13.713,13.713,13.854,14.022,14.231,14.502,14.875,15.283,15.679,16.069,16.445,16.796,17.116,17.399,17.658,17.900,18.121,18.320,18.505,18.672,18.818,18.947,19.036,19.136,19.224,19.285,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SIMONSIDE,11.501,11.501,11.501,11.668,11.878,12.122,12.405,12.865,13.462,14.087,14.655,15.021,15.463,15.887,16.240,16.553,16.829,17.084,17.314,17.521,17.700,17.850,17.989,18.095,18.204,18.293,18.314,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SKELDERGATE,14.081,14.481,14.481,14.504,14.562,14.649,14.720,14.751,14.834,14.972,15.099,15.185,15.321,15.464,15.592,15.714,15.833,15.950,16.060,16.160,16.253,16.334,16.405,16.455,16.505,16.551,16.581,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SKERNESIDE,20.013,20.013,20.013,20.432,20.921,21.472,22.105,23.050,24.085,25.148,26.305,27.489,28.466,29.321,30.034,30.667,31.225,31.760,32.242,32.680,33.070,33.403,33.700,33.917,34.137,34.324,34.421,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SPADEADAM 20KV,5.738,6.161,6.161,6.266,6.447,6.759,7.080,7.478,7.978,8.501,9.107,9.776,10.321,10.817,11.244,11.633,11.987,12.334,12.651,12.915,13.156,13.375,13.580,13.731,13.858,13.964,14.023,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SPENCERBECK,24.550,25.050,25.050,25.480,25.978,26.542,27.131,27.896,28.836,29.875,30.820,31.491,32.260,32.975,33.577,34.121,34.619,35.090,35.518,35.899,36.235,36.507,36.756,36.933,37.122,37.279,37.321,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SPENNYMOOR 66/20KV,17.846,19.167,19.167,19.613,20.111,20.653,21.260,22.231,23.278,24.345,25.573,26.889,27.877,28.710,29.381,29.973,30.494,30.998,31.447,31.879,32.263,32.587,32.897,33.146,33.394,33.602,33.692,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
STARBECK,21.896,22.516,22.516,22.979,23.508,24.105,24.803,25.828,27.110,28.417,29.650,30.584,31.631,32.625,33.443,34.175,34.832,35.465,36.041,36.543,36.992,37.377,37.707,37.916,38.168,38.378,38.469,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
STOBSWOOD COAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
STOKESLEY,9.134,9.134,9.134,9.373,9.630,9.916,10.241,10.688,11.175,11.664,12.241,12.888,13.393,13.835,14.230,14.588,14.914,15.225,15.509,15.769,16.008,16.224,16.432,16.609,16.787,16.948,17.059,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
STONEY CUT,19.261,19.486,19.486,19.749,20.058,20.402,20.803,21.481,22.330,23.212,24.149,24.996,25.787,26.510,27.101,27.626,28.092,28.553,28.976,29.368,29.725,30.037,30.319,30.525,30.733,30.912,31.002,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SUNDERLAND T1 T2,16.080,17.280,17.280,17.345,17.458,17.618,17.759,17.843,18.041,18.319,18.589,18.771,19.036,19.305,19.554,19.783,19.995,20.195,20.377,20.541,20.688,20.816,20.930,21.009,21.088,21.155,21.187,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
SUNDERLAND T5 T6,2.094,3.294,3.294,3.279,3.265,3.251,3.241,3.231,3.223,3.215,3.210,3.205,3.200,3.198,3.196,3.194,3.193,3.193,3.191,3.190,3.189,3.188,3.187,3.186,3.185,3.184,3.182,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TANFIELD,12.164,12.164,12.164,12.458,12.782,13.140,13.554,14.254,15.119,16.008,16.895,17.623,18.337,18.988,19.508,19.967,20.373,20.767,21.123,21.458,21.757,22.012,22.246,22.413,22.587,22.730,22.776,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TEAM VALLEY,27.116,28.051,28.051,28.076,28.185,28.387,28.655,29.036,29.485,29.970,30.466,30.918,31.341,31.737,32.088,32.389,32.640,32.855,33.033,33.182,33.295,33.382,33.450,33.489,33.520,33.540,33.545,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TEES INDUSTRIAL T1 T2,9.165,9.165,9.165,9.224,9.287,9.357,9.432,9.514,9.601,9.693,9.791,9.893,9.999,10.110,10.225,10.344,10.464,10.585,10.705,10.825,10.946,11.066,11.187,11.307,11.427,11.548,11.668,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TEMPLE PARK,15.799,15.799,15.799,16.192,16.639,17.129,17.695,18.601,19.749,20.940,22.009,22.709,23.570,24.388,25.071,25.678,26.218,26.738,27.214,27.638,28.017,28.337,28.616,28.797,28.996,29.159,29.199,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
THIRSK,14.059,14.059,14.059,14.399,14.789,15.217,15.679,16.306,16.967,17.648,18.437,19.310,19.987,20.579,21.102,21.583,22.020,22.443,22.833,23.191,23.523,23.821,24.113,24.373,24.636,24.878,25.057,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
THORNTON DALE,11.426,11.426,11.426,11.665,11.934,12.231,12.569,13.084,13.638,14.224,14.922,15.714,16.297,16.789,17.191,17.552,17.874,18.185,18.463,18.714,18.942,19.135,19.319,19.466,19.613,19.737,19.788,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TORONTO 66/20KV,15.659,15.659,15.659,15.932,16.248,16.634,17.127,17.786,18.501,19.192,19.912,20.671,21.324,21.909,22.415,22.866,23.280,23.659,23.994,24.302,24.577,24.813,25.012,25.131,25.268,25.381,25.449,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TUNSTALL,18.622,19.747,19.747,20.253,20.794,21.377,22.015,22.985,24.123,25.315,26.350,27.023,27.840,28.601,29.281,29.894,30.452,30.993,31.496,31.952,32.363,32.705,33.002,33.193,33.406,33.585,33.654,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
TYNEMOUTH CENTRAL,12.396,12.396,12.396,12.663,12.962,13.313,13.710,14.263,15.071,15.924,16.676,17.103,17.734,18.371,18.910,19.391,19.824,20.236,20.609,20.940,21.239,21.496,21.728,21.890,22.062,22.204,22.251,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
UNIVERSITY,18.783,20.983,20.983,20.898,20.839,20.807,20.775,20.704,20.652,20.621,20.617,20.647,20.677,20.710,20.750,20.795,20.842,20.888,20.930,20.969,21.005,21.037,21.066,21.083,21.102,21.119,21.134,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
URLAY NOOK,19.991,21.203,21.203,21.831,22.511,23.222,23.974,24.979,26.009,27.068,28.031,28.857,29.710,30.485,31.203,31.873,32.498,33.136,33.744,34.304,34.829,35.295,35.689,35.952,36.240,36.509,36.720,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
USWORTH,14.969,15.719,15.719,15.737,15.795,15.886,16.010,16.237,16.567,16.924,17.264,17.489,17.769,18.045,18.275,18.475,18.646,18.804,18.942,19.061,19.159,19.241,19.312,19.358,19.404,19.438,19.439,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WALKER,12.960,12.960,12.960,13.290,13.660,14.064,14.482,15.033,15.731,16.484,17.136,17.520,18.033,18.532,18.963,19.355,19.714,20.056,20.370,20.658,20.916,21.131,21.332,21.484,21.646,21.783,21.837,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WANSBECK,1.290,2.790,2.790,2.784,2.779,2.775,2.773,2.774,2.778,2.784,2.790,2.793,2.797,2.802,2.806,2.809,2.812,2.815,2.819,2.821,2.823,2.825,2.826,2.828,2.829,2.830,2.830,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WARDLEY,7.254,7.254,7.254,7.403,7.575,7.759,7.953,8.246,8.616,9.018,9.367,9.573,9.845,10.105,10.323,10.520,10.698,10.873,11.037,11.191,11.332,11.449,11.556,11.633,11.714,11.783,11.808,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WARKWORTH,15.434,15.434,15.434,15.860,16.331,16.852,17.450,18.382,19.403,20.433,21.673,23.076,24.103,24.963,25.660,26.275,26.818,27.337,27.796,28.217,28.594,28.909,29.209,29.444,29.679,29.871,29.929,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WENSLEYDALE,9.782,9.782,9.782,10.137,10.667,11.505,12.368,13.340,14.492,15.736,17.171,18.820,20.194,21.474,22.642,23.743,24.789,25.832,26.819,27.687,28.513,29.295,30.052,30.673,31.227,31.742,32.180,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WEST HARTFORD,3.175,3.175,3.175,3.223,3.276,3.337,3.417,3.543,3.717,3.897,4.070,4.217,4.403,4.588,4.741,4.877,4.994,5.119,5.236,5.339,5.433,5.519,5.568,5.565,5.570,5.572,5.574,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WEST SOUTHWICK,12.816,13.244,13.244,13.298,13.382,13.483,13.597,13.831,14.152,14.502,14.820,15.005,15.248,15.481,15.678,15.854,16.010,16.166,16.308,16.437,16.552,16.647,16.737,16.805,16.872,16.928,16.940,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WEST WYLAM,21.101,21.101,21.101,21.225,21.418,21.678,22.026,22.529,23.103,23.674,24.284,24.905,25.447,25.933,26.354,26.721,27.047,27.339,27.591,27.807,27.991,28.143,28.267,28.332,28.405,28.458,28.471,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WESTERHOPE,11.177,11.177,11.177,11.502,11.871,12.259,12.662,13.223,13.905,14.642,15.286,15.690,16.195,16.668,17.067,17.426,17.753,18.071,18.362,18.627,18.863,19.056,19.237,19.367,19.509,19.627,19.660,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WESTOE,9.721,10.081,10.081,10.301,10.556,10.852,11.212,11.797,12.611,13.446,14.181,14.600,15.188,15.771,16.251,16.671,17.044,17.397,17.715,17.992,18.238,18.444,18.627,18.750,18.882,18.985,18.998,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WHITBY T1,5.584,5.584,5.584,5.669,5.782,5.928,6.073,6.253,6.450,6.664,6.879,7.085,7.267,7.429,7.564,7.689,7.804,7.919,8.024,8.146,8.258,8.358,8.450,8.523,8.592,8.654,8.697,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WHITBY T2,8.255,8.255,8.255,8.321,8.413,8.535,8.676,8.893,9.163,9.444,9.772,10.113,10.392,10.641,10.842,11.016,11.170,11.314,11.443,11.573,11.688,11.787,11.880,11.950,12.017,12.075,12.099,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WHITBY WEST T1,4.873,4.873,4.873,4.993,5.126,5.271,5.424,5.616,5.840,6.081,6.309,6.498,6.694,6.874,7.021,7.153,7.272,7.386,7.487,7.601,7.704,7.792,7.870,7.923,7.982,8.033,8.057,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WHITBY WEST T2,5.521,5.521,5.521,5.634,5.766,5.915,6.070,6.273,6.520,6.785,7.058,7.307,7.542,7.754,7.922,8.074,8.210,8.345,8.466,8.608,8.740,8.853,8.956,9.034,9.114,9.184,9.224,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WILLINGTON,11.246,13.342,13.342,13.833,14.350,14.895,15.484,16.295,17.202,18.122,18.892,19.376,19.980,20.545,21.074,21.558,22.003,22.432,22.828,23.193,23.525,23.804,24.053,24.225,24.419,24.587,24.670,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WORMALD GREEN 132/11KV,13.516,13.516,13.516,13.864,14.251,14.680,15.174,15.864,16.669,17.491,18.323,19.084,19.804,20.459,20.995,21.474,21.902,22.314,22.687,23.013,23.306,23.552,23.761,23.889,24.052,24.190,24.251,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
WYNYARD,7.011,9.389,9.389,9.496,9.612,9.736,9.869,10.036,10.200,10.367,10.525,10.671,10.815,10.952,11.089,11.222,11.353,11.483,11.610,11.732,11.850,11.962,12.070,12.170,12.272,12.371,12.464,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
YEDINGHAM,1.992,1.992,1.992,2.019,2.048,2.084,2.125,2.187,2.259,2.333,2.423,2.528,2.608,2.674,2.729,2.778,2.821,2.862,2.900,2.936,2.969,2.997,3.023,3.043,3.062,3.080,3.086,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
YORK UNIVERSITY,12.006,12.006,12.006,12.055,12.130,12.219,12.308,12.428,12.585,12.776,12.972,13.146,13.323,13.487,13.626,13.755,13.874,13.994,14.104,14.205,14.297,14.376,14.446,14.495,14.546,14.590,14.610,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ABBEY ROAD,8.227,8.227,8.227,8.350,8.499,8.685,8.961,9.341,9.754,10.210,10.640,10.969,11.376,11.704,12.102,12.505,12.909,13.139,13.375,13.705,14.007,14.273,14.514,14.695,14.861,14.996,15.016,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
AIREDALE ROAD,10.410,10.629,10.629,10.689,10.798,10.945,11.178,11.553,11.958,12.387,12.801,13.097,13.426,13.735,14.094,14.444,14.777,15.018,15.233,15.432,15.602,15.743,15.864,15.951,16.026,16.082,16.081,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ALDHAM,12.915,13.065,13.065,13.548,14.050,14.578,15.329,16.141,16.951,17.839,18.667,19.287,20.060,20.720,21.434,22.133,22.847,23.282,23.718,24.259,24.764,25.198,25.599,25.922,26.235,26.512,26.621,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ALFRED GELDER STREET,13.285,13.285,13.285,13.268,13.287,13.343,13.425,13.491,13.578,13.723,13.863,13.969,14.111,14.252,14.419,14.589,14.756,14.887,15.005,15.112,15.210,15.296,15.379,15.439,15.492,15.540,15.568,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ALLERTON HILL T1,5.729,5.729,5.729,5.845,5.975,6.122,6.340,6.652,6.985,7.352,7.675,7.887,8.191,8.441,8.747,9.059,9.366,9.536,9.707,9.939,10.152,10.338,10.505,10.631,10.751,10.847,10.853,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ALLERTON HILL T2,5.584,5.584,5.584,5.675,5.780,5.897,6.077,6.354,6.651,6.976,7.259,7.434,7.691,7.900,8.162,8.428,8.690,8.836,8.985,9.194,9.383,9.550,9.701,9.815,9.923,10.008,10.010,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ALVERTHORPE ROAD,13.113,13.113,13.113,13.441,13.810,14.210,14.770,15.403,16.056,16.778,17.485,18.068,18.761,19.337,20.017,20.695,21.379,21.793,22.206,22.731,23.219,23.647,24.041,24.355,24.658,24.923,25.028,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ARMOURIES DRIVE,9.674,13.762,13.762,13.788,13.845,13.911,13.980,13.942,13.904,13.902,13.905,13.902,13.934,13.957,13.998,14.051,14.115,14.143,14.181,14.293,14.402,14.503,14.600,14.680,14.758,14.832,14.866,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ARMTHORPE,11.615,11.615,11.615,11.860,12.125,12.416,12.855,13.434,14.025,14.648,15.275,15.830,16.450,16.992,17.595,18.185,18.774,19.173,19.533,19.872,20.187,20.454,20.697,20.891,21.083,21.251,21.332,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ARUNDEL STREET,14.891,15.704,15.704,15.713,15.748,15.804,15.867,15.822,15.782,15.743,15.736,15.774,15.821,15.851,15.942,16.042,16.149,16.231,16.322,16.440,16.559,16.673,16.784,16.879,16.974,17.066,17.134,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ASKERN,9.903,10.126,10.126,10.346,10.591,10.843,11.226,11.708,12.190,12.702,13.530,14.700,15.528,16.271,16.984,17.537,18.088,18.463,18.742,18.984,19.216,19.382,19.534,19.667,19.802,19.935,20.020,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
AUDBY LANE,18.670,23.941,23.941,24.079,24.293,24.549,24.945,25.417,25.909,26.448,27.117,27.843,28.449,29.019,29.582,30.049,30.518,30.843,31.121,31.397,31.649,31.845,32.025,32.169,32.303,32.422,32.469,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
AUSTERFIELD,3.290,3.890,3.890,3.937,3.993,4.053,4.137,4.227,4.317,4.414,4.560,4.761,4.915,5.052,5.181,5.285,5.391,5.464,5.518,5.566,5.611,5.647,5.680,5.710,5.741,5.774,5.800,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BAILIFF BRIDGE,8.617,11.830,11.830,11.962,12.134,12.326,12.635,13.090,13.565,14.083,14.559,14.902,15.334,15.699,16.123,16.548,16.976,17.234,17.486,17.801,18.088,18.337,18.561,18.733,18.895,19.025,19.048,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BALBY,9.209,9.809,9.809,9.886,9.977,10.077,10.228,10.434,10.644,10.874,11.093,11.266,11.470,11.667,11.895,12.126,12.360,12.538,12.706,12.869,13.024,13.164,13.297,13.414,13.527,13.630,13.698,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BALME STREET,12.097,12.347,12.347,12.375,12.500,12.653,12.837,12.977,13.122,13.288,13.459,13.596,13.764,13.911,14.124,14.345,14.568,14.725,14.883,15.082,15.268,15.436,15.592,15.716,15.831,15.934,15.979,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARNBURGH,6.778,6.778,6.778,7.117,7.480,7.867,8.423,9.072,9.725,10.425,11.106,11.660,12.297,12.847,13.433,13.991,14.549,14.901,15.228,15.582,15.908,16.177,16.421,16.609,16.792,16.949,17.001,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARNOLDSWICK,5.795,5.795,5.795,5.812,5.850,5.906,6.006,6.186,6.378,6.585,6.829,7.080,7.286,7.475,7.682,7.868,8.050,8.173,8.280,8.385,8.478,8.551,8.616,8.664,8.704,8.735,8.734,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARNSLEY,13.612,13.912,13.912,14.139,14.402,14.691,15.075,15.499,15.930,16.423,16.876,17.204,17.610,17.985,18.414,18.848,19.293,19.614,19.939,20.321,20.683,21.013,21.331,21.602,21.859,22.095,22.236,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARNSLEY ROAD,8.210,8.210,8.210,8.309,8.439,8.599,8.844,9.188,9.551,9.935,10.300,10.576,10.897,11.161,11.485,11.809,12.136,12.327,12.525,12.798,13.047,13.266,13.467,13.622,13.763,13.880,13.901,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARROW,9.602,9.602,9.602,9.825,10.065,10.323,10.675,11.161,11.657,12.161,12.871,13.829,14.582,15.238,15.873,16.414,16.949,17.330,17.655,17.976,18.280,18.517,18.729,18.916,19.110,19.297,19.454,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARUGH 66/11KV,17.018,17.018,17.018,17.533,18.081,18.685,19.551,20.636,21.748,22.932,24.080,25.035,26.144,27.094,28.121,29.116,30.102,30.736,31.329,31.969,32.557,33.057,33.508,33.861,34.207,34.507,34.635,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARWICK,10.238,10.238,10.238,10.502,10.805,11.137,11.637,12.272,12.927,13.619,14.486,15.486,16.354,17.081,17.828,18.531,19.228,19.636,19.953,20.322,20.663,20.936,21.179,21.361,21.540,21.695,21.730,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BASLOW ROAD,10.267,10.267,10.267,10.409,10.574,10.767,11.096,11.648,12.227,12.828,13.386,13.791,14.277,14.684,15.190,15.701,16.210,16.519,16.827,17.209,17.556,17.859,18.133,18.343,18.538,18.695,18.712,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BATLEY,21.355,22.160,22.160,22.301,22.532,22.821,23.260,23.887,24.550,25.296,25.988,26.457,27.018,27.528,28.150,28.774,29.391,29.798,30.193,30.660,31.080,31.444,31.775,32.028,32.257,32.440,32.468,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BEAL,11.203,12.103,16.603,16.819,17.074,17.352,17.720,18.149,18.588,19.055,19.623,20.253,20.792,21.288,21.794,22.240,22.681,23.011,23.305,23.598,23.871,24.100,24.313,24.504,24.691,24.872,25.013,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BEESTON ROYDS 33/11KV,4.934,4.934,4.934,4.952,4.987,5.032,5.109,5.234,5.369,5.524,5.665,5.745,5.841,5.934,6.058,6.186,6.313,6.395,6.478,6.590,6.690,6.779,6.860,6.924,6.980,7.025,7.027,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BEESTON ROYDS 6/7,21.419,21.419,21.419,21.466,21.585,21.757,22.036,22.424,22.847,23.323,23.776,24.074,24.428,24.771,25.177,25.580,25.973,26.247,26.501,26.777,27.019,27.223,27.406,27.544,27.667,27.764,27.777,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BEIGHTON,15.208,15.208,15.208,15.577,15.994,16.459,17.123,18.030,18.981,19.994,20.972,21.784,22.764,23.633,24.577,25.497,26.386,27.000,27.538,27.985,28.388,28.723,29.019,29.238,29.459,29.642,29.716,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BELLHOUSE ROAD,10.642,10.642,10.642,10.869,11.128,11.427,11.907,12.695,13.525,14.396,15.215,15.815,16.511,17.079,17.791,18.509,19.224,19.629,20.050,20.638,21.172,21.640,22.063,22.388,22.689,22.927,22.945,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BELMONT AVENUE,17.085,17.685,17.685,18.007,18.389,18.816,19.402,20.100,20.819,21.614,22.367,22.913,23.563,24.163,24.862,25.554,26.240,26.725,27.188,27.686,28.142,28.542,28.909,29.211,29.497,29.746,29.867,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BELMONT COVERT,1.236,1.236,1.236,1.257,1.279,1.307,1.341,1.381,1.423,1.465,1.517,1.581,1.639,1.689,1.738,1.779,1.821,1.853,1.883,1.912,1.942,1.969,1.995,2.018,2.040,2.060,2.080,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BELTHORPE LANE,3.800,3.800,3.800,3.847,3.903,3.968,4.054,4.161,4.269,4.384,4.554,4.785,4.964,5.123,5.270,5.387,5.503,5.589,5.660,5.726,5.790,5.839,5.887,5.929,5.976,6.021,6.063,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BENTLEY,9.731,9.731,9.731,10.030,10.345,10.690,11.212,11.913,12.635,13.391,14.142,14.782,15.493,16.083,16.754,17.387,18.017,18.391,18.751,19.195,19.601,19.950,20.266,20.510,20.746,20.943,20.998,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BILLET LANE,10.524,15.284,15.284,15.417,15.556,15.702,15.853,16.010,16.173,16.342,16.516,16.697,16.881,17.072,17.267,17.466,17.668,17.869,18.070,18.272,18.473,18.674,18.876,19.077,19.279,19.479,19.680,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BINBROOK,1.692,1.692,1.692,1.762,1.903,2.117,2.357,2.610,2.895,3.215,3.630,4.161,4.603,5.011,5.401,5.727,6.059,6.346,6.612,6.846,7.074,7.283,7.500,7.676,7.828,7.975,8.115,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BINGLEY 33/11KV,12.035,12.506,12.506,12.665,12.878,13.123,13.505,14.032,14.590,15.182,15.757,16.241,16.825,17.317,17.901,18.488,19.073,19.438,19.770,20.118,20.437,20.705,20.943,21.115,21.282,21.417,21.440,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BIRKBY,11.758,11.953,11.953,12.190,12.479,12.803,13.265,13.817,14.392,15.032,15.622,16.050,16.597,17.060,17.600,18.140,18.681,19.017,19.347,19.752,20.123,20.444,20.736,20.958,21.168,21.345,21.388,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BLACKBURN MEADOWS 33/11KV,14.001,14.001,14.001,13.996,14.025,14.082,14.200,14.400,14.618,14.860,15.085,15.232,15.412,15.577,15.788,16.001,16.214,16.350,16.485,16.647,16.793,16.918,17.033,17.120,17.198,17.259,17.264,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
